abbreviation	equation	uppbnd	lowbnd	geneAssociation	Subsystem	name	obj_coef	activation	baseflux	flux
DBTS	atp[c] + co2[c] + dann[c] --> adp[c] + dtbt[c] + 3 h[c] + pi[c]	914.721673943201	0	( STM0797 | STM1489 )	Cofactor and Prosthetic Group Biosynthesis	dethiobiotin synthase	0	0.914721673943201	0	0
DCAtex	dca[e] <=> dca[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	Decanoate transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
DCMPtex	dcmp[e] <=> dcmp[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	dCMP transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
DCTPD	dctp[c] + h2o[c] + h[c] --> dutp[c] + nh4[c]	1113.30101749753	0	STM2121	Nucleotide Salvage Pathway	dCTP deaminase	0	1.11330101749753	0	0
DCYTD	dcyt[c] + h2o[c] + h[c] --> duri[c] + nh4[c]	1298.35099087185	0	STM2183	Nucleotide Salvage Pathway	deoxycytidine deaminase	0	1.29835099087185	0	0
DCYTt2pp	dcyt[p] + h[p] --> dcyt[c] + h[c]	1063.5165083438	0	( STM3113  |  STM2409 )	Transport Inner Membrane	deoxycytidine transport in via proton symport periplasm	0	1.0635165083438	0	0
DCYTtex	dcyt[e] <=> dcyt[p]	1000	-1000	STM0413	Transport Outer Membrane	deoxycytidine transport via diffusion extracellular to periplasm	0	NA	0	0
DDCAt2pp	ddca[p] + h[p] --> ddca[c] + h[c]	1000	0	STM2393	Transport	Dodecanoate transport via proton symport	0	NA	0	0
DDCAtexi	ddca[e] --> ddca[p]	1082.70173057035	0	STM2391	Transport Outer Membrane	Fatty acid dodecanoate transport via facilitated irreversible diffusion extracellular to periplasm	0	1.08270173057035	0	0
DDGALK	2dh3dgal[c] + atp[c] --> 2dh3dgal6p[c] + adp[c] + h[c]	1412.42654056985	0	STM3829	Alternate Carbon Metabolism	2 dehydro 3 deoxygalactonokinase	0	1.41242654056985	0	0
DDGLCNt2rpp	2ddglcn[p] + h[p] <=> 2ddglcn[c] + h[c]	863.167569614333	-863.167569614333	STM0161	Transport Inner Membrane	2 dehydro 3 deoxy D gluconate transport via proton symport reversible periplasm	0	0.863167569614333	0	0
DDGLCNtex	2ddglcn[e] <=> 2ddglcn[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	2 dehydro 3 deoxy D gluconate transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
DDGLK	2ddglcn[c] + atp[c] --> 2ddg6p[c] + adp[c] + h[c]	1280.47618977843	0	STM3612	Alternate Carbon Metabolism	2 dehydro 3 deoxygluconokinase	0	1.28047618977843	0	0
DDPA	e4p[c] + h2o[c] + pep[c] --> 2dda7p[c] + pi[c]	1000	0	( STM2670  |  STM0760  |  STM1347 )	Tyrosine Tryptophan and Phenylalanine Metabolism	3 deoxy D arabino heptulosonate 7 phosphate synthetase	0	NA	0.151474793767953	0
DDPGALA	2dh3dgal6p[c] <=> g3p[c] + pyr[c]	1000	-1000	NA	Alternate Carbon Metabolism	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	0	NA	0	0
DGK1	atp[c] + dgmp[c] <=> adp[c] + dgdp[c]	828.211554539184	-828.211554539184	STM3740	Nucleotide Salvage Pathway	deoxyguanylate kinase dGMPATP	0	0.828211554539184	0	0
DGMPtex	dgmp[e] <=> dgmp[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	dGMP transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
DGSNt2pp	dgsn[p] + h[p] --> dgsn[c] + h[c]	1063.5165083438	0	STM3113	Transport Inner Membrane	deoxyguanosine transport in via proton symport periplasm	0	1.0635165083438	0	0
DGSNtex	dgsn[e] <=> dgsn[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	deoxyguanosine transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
DHAD1	23dhmb[c] --> 3mob[c] + h2o[c]	1600.92922731416	0	STM3904	Valine Leucine and Isoleucine Metabolism	dihydroxy acid dehydratase 2 3 dihydroxy 3 methylbutanoate	0	1.60092922731416	0.234774385916316	0
DHAD2	23dhmp[c] --> 3mop[c] + h2o[c]	1600.92922731416	0	STM3904	Valine Leucine and Isoleucine Metabolism	Dihydroxy acid dehydratase 2 3 dihydroxy 3 methylpentanoate	0	1.60092922731416	0.0417611770594596	0
DHAtex	dha[e] <=> dha[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	Dihydroxyacetone transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
DHAtpp	dha[p] <=> dha[c]	1000	-1000	NA	Transport Inner Membrane	Dihydroxyacetone transport via facilitated diffusion periplasm	0	NA	0	0
DHBD	23ddhb[c] + nad[c] --> 23dhb[c] + h[c] + nadh[c]	2514.08982924493	0	STM0598	Cofactor and Prosthetic Group Biosynthesis	2 3 dihydro 2 3 dihydroxybenzoate dehydrogenase	0	2.51408982924493	0	0
DHBS	23dhb[c] + atp[c] + h[c] --> 23dhba[c] + ppi[c]	2514.08982924493	0	STM0596	Cofactor and Prosthetic Group Biosynthesis	2 3 dihydroxybenzoate adenylate synthase	0	2.51408982924493	0	0
DHBSH	23dhbzs[c] + h2o[c] --> 23dhb[c] + h[c] + ser-L[c]	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis	2 3 dihydroxybenzoylserine hydrolase	0	NA	0	0
DHBSZ3FEabcpp	atp[c] + h2o[c] + fe3dhbzs3[p] --> adp[c] + h[c] + pi[c] + fe3dhbzs3[c]	1000	0	NA	Inorganic Ion Transport and Metabolism	23dhbsz3 Fe III transport via ABC system periplasm	0	NA	0	0
DHBSZ3FEexs	fe3[e] + 23dhbzs3[e] --> fe3dhbzs3[e]	1000	0	s0001	Inorganic Ion Transport and Metabolism	23dhbsz3 Fe III sequestration	0	NA	0	0
DHBSZ3FEtonex	h[p] + fe3dhbzs3[e] --> h[c] + fe3dhbzs3[p]	911.936378386568	0	(STM2199 | STM0585 | STM2777) & (STM1737 & STM3159 & STM3158)	Inorganic Ion Transport and Metabolism	23dhbsz3  Fe III import	0	0.911936378386568	0	0
DHBSZ3tex	23dhbzs3[p] --> 23dhbzs3[e]	1000	0	NA	Inorganic Ion Transport and Metabolism	23dhbsz secretion	0	NA	0	0
DHBZS2H	h2o[c] + 23dhbzs2[c] --> 2 23dhbzs[c]	2514.08982924493	0	STM2775 | STM0586	Inorganic Ion Transport and Metabolism	23DHBS polymer hydrolase	0	2.51408982924493	0	0
DHBZS3H	h2o[c] + 23dhbzs3[c] --> 23dhbzs[c] + 23dhbzs2[c]	2514.08982924493	0	STM2775 | STM0586	Inorganic Ion Transport and Metabolism	23DHBS polymer hydrolase	0	2.51408982924493	0	0
DHDPRy	23dhdp[c] + h[c] + nadph[c] --> nadp[c] + thdp[c]	1223.05810046765	0	STM0064	Threonine and Lysine Metabolism	dihydrodipicolinate reductase NADPH	0	1.22305810046765	0.172475128807606	0
DHDPS	aspsa[c] + pyr[c] --> 23dhdp[c] + 2 h2o[c] + h[c]	875.900316050567	0	STM2489	Threonine and Lysine Metabolism	dihydrodipicolinate synthase	0	0.875900316050567	0.172475128807606	0
DHEDAA	24dhhed[c] --> pyr[c] + sucsal[c]	2514.08982924493	0	(STM1106 & STM2289)	Alternate Carbon metabolism	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	0	2.51408982924493	0	0
DHFR	dhf[c] + h[c] + nadph[c] <=> nadp[c] + thf[c]	777.277094089359	-777.277094089359	STM0087	Cofactor and Prosthetic Group Biosynthesis	dihydrofolate reductase	0	0.777277094089359	0.0363957685669902	0
DHFS	atp[c] + dhpt[c] + glu-L[c] --> adp[c] + dhf[c] + h[c] + pi[c]	1341.50995564975	0	STM2365	Cofactor and Prosthetic Group Biosynthesis	dihydrofolate synthase	0	1.34150995564975	0.0239014989866529	0
DHNAOT4	dhna[c] + h[c] + octdp[c] --> 2dmmql8[c] + co2[c] + ppi[c]	1372.02480974792	0	STM4090	Cofactor and Prosthetic Group Biosynthesis	1 4 dihydroxy 2 naphthoate octaprenyltransferase	0	1.37202480974792	0	0
DHNPA2	dhnpt[c] --> 6hmhpt[c] + gcald[c]	1224.24763860319	0	STM3206	Cofactor and Prosthetic Group Biosynthesis	dihydroneopterin aldolase	0	1.22424763860319	0.0239014989866529	0
DHORD2	dhor-S[c] + q8[c] --> orot[c] + q8h2[c]	782.109175687638	0	STM1058	Purine and Pyrimidine Biosynthesis	dihydoorotic acid dehydrogenase quinone8	0	0.782109175687638	0	0
DHORD5	dhor-S[c] + mqn8[c] --> mql8[c] + orot[c]	782.109175687638	0	STM1058	Purine and Pyrimidine Biosynthesis	dihydroorotic acid menaquinone 8	0	0.782109175687638	0.18124219863591	0
DHORTS	dhor-S[c] + h2o[c] <=> cbasp[c] + h[c]	877.501480127139	-877.501480127139	STM1163	Purine and Pyrimidine Biosynthesis	dihydroorotase	0	0.877501480127139	-0.181242198635914	0
DHPPDA2	25drapp[c] + h2o[c] + h[c] --> 5apru[c] + nh4[c]	1452.39376131788	0	STM0416	Cofactor and Prosthetic Group Biosynthesis	diaminohydroxyphosphoribosylaminopryrimidine deaminase 25drapp	0	1.45239376131788	4.78029979733057e-06	0
DHPS2	4abz[c] + 6hmhptpp[c] --> dhpt[c] + ppi[c]	840.302993957748	0	STM3295	Cofactor and Prosthetic Group Biosynthesis	dihydropteroate synthase	0	0.840302993957748	0.0239014989866529	0
DHPTDCs	dhptd[c] --> h2o[c] + hmfurn[c]	1000	0	s0001	Methionine Metabolism	4 5 dihydroxy 2 3 pentanedione cyclization spontaneous	0	NA	0	0
DHQS	2dda7p[c] --> 3dhq[c] + pi[c]	1593.29347269358	0	STM3486	Tyrosine Tryptophan and Phenylalanine Metabolism	3 dehydroquinate synthase	0	1.59329347269358	0.151474793767953	0
DHQTi	3dhq[c] --> 3dhsk[c] + h2o[c]	0	0	STM1358	Tyrosine Tryptophan and Phenylalanine Metabolism	3 dehydroquinate dehydratase irreversible	0	0	0.151474793767953	0
DIMPtex	dimp[e] <=> dimp[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	dIMP transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
DINSt2pp	din[p] + h[p] --> din[c] + h[c]	1063.5165083438	0	STM3113	Transport Inner Membrane	deoxyinosine transport in via proton symport periplasm	0	1.0635165083438	0	0
DINStex	din[e] <=> din[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	deoxyinosine transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
DKDID	h2o[c] + dkdi[c] --> h[c] + d5kg[c]	1000	0	NA	Exchange	D-2,3-Diketo 4-deoxy-epi-inositol dehydratase	0	NA	0	0
DKGLCNR1	25dkglcn[c] + h[c] + nadph[c] --> 2dhguln[c] + nadp[c]	1000	0	( STM3165  |  STM0255 )	Alternate Carbon Metabolism	2 5 diketo D gluconate reductase	0	NA	0	0
DKGLCNR2x	25dkglcn[c] + h[c] + nadh[c] --> 5dglcn[c] + nad[c]	1507.6529555706	0	STM3646	Alternate Carbon Metabolism	2 5 diketo D gluconate reductase NADH	0	1.5076529555706	0	0
DKGLCNR2y	25dkglcn[c] + h[c] + nadph[c] --> 5dglcn[c] + nadp[c]	1507.6529555706	0	STM3646	Alternate Carbon Metabolism	2 5 diketo D gluconate reductase NADPH	0	1.5076529555706	0	0
DKMPPD	dkmpp[c] + h2o[c] + o2[c] --> 2kmb[c] + for[c] + 2 h[c] + pi[c]	1000	0	NA	Arginine and Proline Metabolism	2 3 diketo 5 methylthio 1 phosphopentane degradation reaction	0	NA	0	0
DKMPPD3	dkmpp[c] + 3 h2o[c] + 2 nad[c] --> 2kmb[c] + for[c] + 4 h[c] + 2 nadh[c] + pi[c]	1000	0	NA	Arginine and Proline Metabolism	2 3 diketo 5 methylthio 1 phosphopentane degradation reaction	0	NA	0.0033462098581314	0
DM_4HBA	4hba[c] -->	1000	0	NA	Exchange	Sink needed to allow 4 hydroxy benzoate to leave system	0	NA	0	0
DM_5DRIB	5drib[c] -->	1000	0	NA	Exchange	Sink needed to allow 5 deoxyribose to leave system	0	NA	0	0
DM_HMFURN	hmfurn[c] -->	1000	0	NA	Exchange	Sink needed to allow 4 hydroxy 5 methyl 3 2H furanone to leave system	0	NA	0	0
DM_OXAM	oxam[c] -->	1000	0	NA	Exchange	Sink needed to allow oxamate to leave system	0	NA	0	0
DMATT	dmpp[c] + ipdp[c] --> grdp[c] + ppi[c]	984.655971529299	0	STM0423	Cofactor and Prosthetic Group Biosynthesis	dimethylallyltranstransferase	0	0.984655971529299	0	0
DMBZIDS	ribflv[c] --> dmbzid[c]	1915.24148925546	0	STM2016	Cofactor and Prosthetic Group Biosynthesis	DMB synthase	0	1.91524148925546	0	0
DMPPS	h2mb4p[c] + h[c] + nadh[c] --> dmpp[c] + h2o[c] + nad[c]	1264.36572138849	0	STM0049	Cofactor and Prosthetic Group Biosynthesis	1 hydroxy 2 methyl 2 E butenyl 4 diphosphate reductase dmpp	0	1.26436572138849	0	0
DMQMT	2omhmbl[c] + amet[c] --> ahcys[c] + h[c] + q8h2[c]	829.344353327617	0	STM2276	Cofactor and Prosthetic Group Biosynthesis	3 Dimethylubiquinonol 3 methyltransferase	0	0.829344353327617	0	0
DMSOR1	dmso[p] + mql8[c] --> dms[p] + h2o[p] + mqn8[c]	934.139258374304	0	( ( STM1499  &  STM1498  &  STM1497  &  STM1496 )  |  ( STM0964  &  STM0965  &  STM0966 )  |  ( STM4305.S  &  STM4306  &  STM4307 ) |  ( STM2528  &  STM2530  &  STM2529 ) )	Oxidative Phosphorylation	Dimethyl sulfoxide reductase Menaquinol 8	0	0.934139258374304	0	0
DMSOR2	2dmmql8[c] + dmso[p] --> 2dmmq8[c] + dms[p] + h2o[p]	934.139258374304	0	( ( STM0964  &  STM0965  &  STM0966 )  |  ( STM4305.S  &  STM4306  &  STM4307 )  |  ( STM2528  &  STM2530  &  STM2529 ) )	Oxidative Phosphorylation	Dimethyl sulfoxide reductase Demethylmenaquinol 8	0	0.934139258374304	0	0
DMSOtex	dmso[e] <=> dmso[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	Dimethyl sulfoxide transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
DMStex	dms[e] <=> dms[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	Dimethyl sulfide transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
DNMPPA	dhpmp[c] + h2o[c] --> dhnpt[c] + pi[c]	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis	Dihydroneopterin monophosphate dephosphorylase	0	NA	0.0239014989866529	0
DNTPPA	ahdt[c] + h2o[c] --> dhpmp[c] + h[c] + ppi[c]	1134.88653561474	0	( STM1900  |  STM0137 )	Cofactor and Prosthetic Group Biosynthesis	Dihydroneopterin triphosphate pyrophosphatase	0	1.13488653561474	0.0239014989866529	0
DOGULNR	23doguln[c] + h[c] + nadh[c] --> 3dhguln[c] + nad[c]	1000	0	STM3668	Alternate Carbon Metabolism	2 3 dioxo L gulonate reductase	0	NA	0	0
DOPAtex	dopa[e] <=> dopa[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	dopamine transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
DPCOAK	atp[c] + dpcoa[c] --> adp[c] + coa[c] + h[c]	960.697615969871	0	STM0140	Cofactor and Prosthetic Group Biosynthesis	dephospho CoA kinase	0	0.960697615969871	2.82037688041591e-05	0
DPR	2dhp[c] + h[c] + nadph[c] --> nadp[c] + pant-R[c]	1667.11559163048	0	( STM3909 | STM0434 | STM2573 )	Cofactor and Prosthetic Group Biosynthesis	2 dehydropantoate 2 reductase	0	1.66711559163048	2.82037688041591e-05	0
DRBK	atp[c] + drib[c] --> 2dr5p[c] + adp[c] + h[c]	1000	0	STM3793	Alternate Carbon Metabolism	deoxyribokinase	0	NA	0	0
DRIBtex	drib[e] <=> drib[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	deoxyribose transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
DRIBtpp	h[p] + drib[p] <=> h[c] + drib[c]	1000	-1000	STM3792	Transport Inner Membrane	deoxy D ribose transport via proton symport periplasm	0	NA	0	0
DRPA	2dr5p[c] --> acald[c] + g3p[c]	1637.10333201762	0	STM4567	Alternate Carbon Metabolism	deoxyribose phosphate aldolase	0	1.63710333201762	0	0
DSBAO1	dsbard[p] + q8[c] --> dsbaox[p] + q8h2[c]	1011.4088352773	0	( STM3997  &  STM1807 )	Unassigned	DsbA protein reoxidation reaction aerobic	0	1.0114088352773	0	0
DSBAO2	dsbard[p] + mqn8[c] --> dsbaox[p] + mql8[c]	1011.4088352773	0	( STM3997  &  STM1807 )	Unassigned	DsbA protein reoxidation reaction anaerobic	0	1.0114088352773	0	0
DSBCGT	dsbcox[p] + 2 gthrd[p] --> dsbcrd[p] + gthox[p]	1086.30473036922	0	STM3043	Unassigned	DsbCglutathione thiotransferase	0	1.08630473036922	0	0
DSBDR	dsbdox[c] + trdrd[c] --> dsbdrd[c] + trdox[c]	917.123884653366	0	( ( STM4323  &  STM3915 )  |  ( STM4323  &  STM2649 ) )	Unassigned	DsbD reductase	0	0.917123884653366	0	0
DSBGGT	dsbgox[p] + 2 gthrd[p] --> dsbgrd[p] + gthox[p]	949.073659354921	0	STM0607	Unassigned	DsbGglutathione thiotransferase	0	0.949073659354921	0	0
DSCLCOCH	cobalt2[c] + dscl[c] <=> codscl2[c] + 2 h[c]	2514.08982924493	0	( STM2025 | STM3477 )	Cofactor and Prosthetic Group Biosynthesis	Sirohydrochlorin cobaltochelatase	0	2.51408982924493	0	0
DSERDHr	nadp[c] + ser-D[c] <=> 2amsa[c] + h[c] + nadph[c]	1000	-1000	STM1511	Glycine and Serine Metabolism	D serine dehydrogenase	0	NA	0	0
DSERt2pp	h[p] + ser-D[p] --> h[c] + ser-D[c]	1039.77228876931	0	STM4398	Transport Inner Membrane	D serine transport in via proton symport periplasm	0	1.03977228876931	0	0
DSERtex	ser-D[e] <=> ser-D[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	D serine transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
DTARTD	tartr-D[c] --> h2o[c] + oaa[c]	1000	0	STM2949	Alternate Carbon Metabolism	D-tartrate dehydratase	0	NA	0	0
DTMPK	atp[c] + dtmp[c] <=> adp[c] + dtdp[c]	952.29916348609	-952.29916348609	STM1200	Nucleotide Salvage Pathway	dTMP kinase	0	0.95229916348609	0.0124942695803156	0
DTMPtex	dtmp[e] <=> dtmp[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	dTMP transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
DUMPtex	dump[e] <=> dump[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	dUMP transport via diffusion extracellular to periplasm	0	1.15412423660537	0	0
DURIK1	atp[c] + duri[c] --> adp[c] + dump[c] + h[c]	962.11200852615	0	STM1750	Nucleotide Salvage Pathway	deoxyuridine kinase ATPDeoxyuridine	0	0.96211200852615	0	0
DURIPP	duri[c] + pi[c] <=> 2dr1p[c] + ura[c]	1483.04370266548	-1483.04370266548	( STM4568  |  STM4570 )	Nucleotide Salvage Pathway	deoxyuridine phosphorylase	0	1.48304370266548	0	0
DURIt2pp	duri[p] + h[p] --> duri[c] + h[c]	1063.5165083438	0	( STM2409  |  STM3113 )	Transport Inner Membrane	deoxyuridine transport in via proton symport periplasm	0	1.0635165083438	0	0
DURItex	duri[e] <=> duri[p]	1000	-1000	STM0413	Transport Outer Membrane	deoxyuridine transport via diffusion extracellular to periplasm	0	NA	0	0
DUTPDP	dutp[c] + h2o[c] --> dump[c] + h[c] + ppi[c]	1000	0	STM3731	Nucleotide Salvage Pathway	dUTP diphosphatase	0	NA	0	0
DXPRIi	dxyl5p[c] + h[c] + nadph[c] --> 2me4p[c] + nadp[c]	1481.49444306037	0	STM0220	Cofactor and Prosthetic Group Biosynthesis	1 deoxy D xylulose reductoisomerase	0	1.48149444306037	0	0
DXPS	g3p[c] + h[c] + pyr[c] --> co2[c] + dxyl5p[c]	1021.38377819074	0	STM0422	Cofactor and Prosthetic Group Biosynthesis	1 deoxy D xylulose 5 phosphate synthase	0	1.02138377819074	0	0
DXYLK	atp[c] + dxyl[c] --> adp[c] + dxyl5p[c] + h[c]	1688.03691730576	0	STM3660	Cofactor and Prosthetic Group Biosynthesis	1 Deoxy D xylulose kinase	0	1.68803691730576	0	0
DXYLUDtex	dxyl[e] <=> dxyl[p]	1154.12423660537	-1154.12423660537	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport	1-deoxy-d-xyluose transport	0	1.15412423660537	0	0
DXYLUDtpp	h[p] + dxyl[p] --> dxyl[c] + h[c]	1000	0	NA	Transport, Inner Membrane	1-deoxy-d-xyluose transport	0	NA	0	0
E4PD	e4p[c] + h2o[c] + nad[c] --> 4per[c] + 2 h[c] + nadh[c]	1117.27861044855	0	STM3070	Cofactor and Prosthetic Group Biosynthesis	Erythrose 4 phosphate dehydrogenase	0	1.11727861044855	0	0
EAR100x	h[c] + nadh[c] + tdec2eACP[c] --> dcaACP[c] + nad[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADH  n C100	0	1.00597362288951	0.0983412834906439	0
EAR100y	h[c] + nadph[c] + tdec2eACP[c] --> dcaACP[c] + nadp[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADPH  n C100	0	1.00597362288951	0	0
EAR120x	h[c] + nadh[c] + tddec2eACP[c] --> ddcaACP[c] + nad[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADH  n C120	0	1.00597362288951	0.0983412834906439	0
EAR120y	h[c] + nadph[c] + tddec2eACP[c] --> ddcaACP[c] + nadp[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADPH  n C120	0	1.00597362288951	0	0
EAR121x	h[c] + nadh[c] + t3c5ddeceACP[c] --> cddec5eACP[c] + nad[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADH  n C121	0	1.00597362288951	0.00727800644143579	0
EAR121y	h[c] + nadph[c] + t3c5ddeceACP[c] --> cddec5eACP[c] + nadp[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADPH  n C121	0	1.00597362288951	0	0
EAR140x	h[c] + nadh[c] + tmrs2eACP[c] --> myrsACP[c] + nad[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADH  n C140	0	1.00597362288951	0.0961017130355945	0
EAR140y	h[c] + nadph[c] + tmrs2eACP[c] --> myrsACP[c] + nadp[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADPH  n C140	0	1.00597362288951	0	0
EAR141x	h[c] + nadh[c] + t3c7mrseACP[c] --> nad[c] + tdeACP[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADH  n C141	0	1.00597362288951	0.00727800644143579	0
EAR141y	h[c] + nadph[c] + t3c7mrseACP[c] --> nadp[c] + tdeACP[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADPH  n C141	0	1.00597362288951	0	0
EAR160x	h[c] + nadh[c] + tpalm2eACP[c] --> nad[c] + palmACP[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADH  n C160	0	1.00597362288951	0.0810977860617131	0
EAR160y	h[c] + nadph[c] + tpalm2eACP[c] --> nadp[c] + palmACP[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADPH  n C160	0	1.00597362288951	0	0
EAR161x	h[c] + nadh[c] + t3c9palmeACP[c] --> hdeACP[c] + nad[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADH  n C161	0	1.00597362288951	0.00727800644143579	0
EAR161y	h[c] + nadph[c] + t3c9palmeACP[c] --> hdeACP[c] + nadp[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADPH  n C161	0	1.00597362288951	0	0
EAR180x	h[c] + nadh[c] + toctd2eACP[c] --> nad[c] + ocdcaACP[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADH  n C180	0	1.00597362288951	0.0020794304118388	0
EAR180y	h[c] + nadph[c] + toctd2eACP[c] --> nadp[c] + ocdcaACP[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADPH  n C180	0	1.00597362288951	0	0
EAR181x	h[c] + nadh[c] + t3c11vaceACP[c] --> nad[c] + octeACP[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADH  n C181	0	1.00597362288951	0.00311914561775819	0
EAR181y	h[c] + nadph[c] + t3c11vaceACP[c] --> nadp[c] + octeACP[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADPH  n C181	0	1.00597362288951	0	0
EAR40x	but2eACP[c] + h[c] + nadh[c] --> butACP[c] + nad[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADH  n C40	0	1.00597362288951	0.10561928993208	0
EAR40y	but2eACP[c] + h[c] + nadph[c] --> butACP[c] + nadp[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADPH  n C40	0	1.00597362288951	0	0
EAR60x	h[c] + nadh[c] + thex2eACP[c] --> hexACP[c] + nad[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADH  n C60	0	1.00597362288951	0.10561928993208	0
EAR60y	h[c] + nadph[c] + thex2eACP[c] --> hexACP[c] + nadp[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADPH  n C60	0	1.00597362288951	0	0
EAR80x	h[c] + nadh[c] + toct2eACP[c] --> nad[c] + ocACP[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADH  n C80	0	1.00597362288951	0.10561928993208	0
EAR80y	h[c] + nadph[c] + toct2eACP[c] --> nadp[c] + ocACP[c]	1005.97362288951	0	STM1700	Cell Envelope Biosynthesis	enoyl acyl carrier protein reductase NADPH  n C80	0	1.00597362288951	0	0
